Time,Interval(mi),Indoor Humidity(%),Indoor Temperature(F),Outdoor Humidity(%),Outdoor Temperature(F),Absolute Pressure(inHg),Wind(m/h),Gust(m/h),Direction,Relative Pressure(inHg),Dewpoint(F),Windchill(F),Hour Rainfall(inch),24 hour Rainfall(inch),Week Rainfall(inch),Month Rainfall(inch),Total Rainfall(inch),Wind Level(bft),Gust Level(bft)
05/10/2014 22:02,30,48,72.1,65,47.5,27.27,1.6,3.8,N,29.47,36.3,47.5,0.00,0.15,6.46,7.54,7.54,1,2
05/10/2014 22:32,30,48,72.0,65,46.8,27.27,0.0,0.0,NW,29.47,35.6,46.8,0.00,0.15,6.46,7.54,7.54,0,0
05/10/2014 23:02,30,47,71.8,67,45.7,27.28,0.0,0.7,NW,29.47,35.4,45.7,0.00,0.15,6.46,7.54,7.54,0,1
05/10/2014 23:32,30,47,71.6,69,46.0,27.28,0.0,0.7,W,29.47,36.5,46.0,0.00,0.14,6.46,7.54,7.54,0,1
05/11/2014 00:02,30,48,71.4,69,46.2,27.27,2.2,3.8,N,29.47,36.7,46.2,0.00,0.14,6.46,7.54,7.54,1,2
05/11/2014 00:32,30,47,71.2,66,47.1,27.28,0.0,1.6,W,29.47,36.3,47.1,0.00,0.14,6.46,7.54,7.54,0,1
05/11/2014 01:02,30,48,71.1,67,46.6,27.28,3.1,5.4,N,29.47,36.3,46.6,0.00,0.13,6.46,7.54,7.54,1,2
05/11/2014 01:32,30,47,70.7,70,45.9,27.29,0.7,2.2,NW,29.48,36.7,45.9,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 02:02,30,46,70.5,66,46.2,27.29,0.7,1.6,NW,29.48,35.6,46.2,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 02:32,30,46,70.2,61,47.5,27.29,1.6,3.1,NE,29.48,34.7,47.5,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 03:02,30,46,69.8,60,46.8,27.29,0.7,2.2,E,29.48,33.6,46.8,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 03:32,30,47,69.6,64,45.5,27.29,0.7,6.0,NW,29.48,34.0,45.5,0.00,0.13,6.46,7.54,7.54,1,2
05/11/2014 04:02,30,47,69.3,69,44.6,27.29,0.7,2.2,NW,29.49,35.1,44.6,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 04:32,30,46,69.1,67,44.8,27.30,1.6,3.8,N,29.50,34.5,44.8,0.00,0.13,6.46,7.54,7.54,1,2
05/11/2014 05:02,30,46,68.7,65,44.8,27.31,2.2,6.0,W,29.50,33.8,44.8,0.00,0.13,6.46,7.54,7.54,1,2
05/11/2014 05:32,30,46,68.5,68,43.5,27.32,1.6,2.2,SW,29.52,33.6,43.5,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 06:02,30,46,68.2,76,41.0,27.33,0.7,2.2,NW,29.52,34.0,41.0,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 06:32,30,46,68.0,77,40.6,27.34,1.6,3.1,NE,29.54,34.0,40.6,0.00,0.13,6.46,7.54,7.54,1,1
05/11/2014 07:02,30,47,67.6,80,39.2,27.34,1.6,4.5,NW,29.54,33.6,39.2,0.00,0.13,6.46,7.54,7.54,1,2
05/11/2014 07:32,30,47,67.3,69,44.8,27.35,0.7,1.6,NE,29.54,35.2,44.8,0.00,0.11,6.46,7.54,7.54,1,1
05/11/2014 08:02,30,47,67.1,57,49.6,27.36,0.7,3.1,N,29.55,35.1,49.6,0.00,0.02,6.46,7.54,7.54,1,1
05/11/2014 08:32,30,48,66.9,65,46.4,27.36,0.0,0.7,NE,29.55,35.2,46.4,0.00,0.00,6.46,7.54,7.54,0,1
05/11/2014 09:02,30,48,66.9,60,48.7,27.36,4.5,9.2,NW,29.55,35.4,46.6,0.00,0.00,6.46,7.54,7.54,2,3
05/11/2014 09:32,30,48,66.9,57,50.5,27.36,3.1,5.4,NW,29.55,36.0,50.5,0.00,0.00,6.45,7.54,7.54,1,2
05/11/2014 10:02,30,48,66.7,52,53.1,27.35,3.8,5.4,NW,29.55,36.0,53.1,0.00,0.00,6.45,7.54,7.54,2,2
05/11/2014 10:32,30,48,66.7,50,54.7,27.35,7.6,11.4,W,29.55,36.5,48.6,0.00,0.00,6.43,7.54,7.54,3,3
05/11/2014 11:02,30,50,66.9,49,56.8,27.35,5.4,13.6,NW,29.54,37.9,53.8,0.00,0.00,6.43,7.54,7.54,2,4
05/11/2014 11:32,30,50,67.3,33,60.8,27.34,4.5,6.9,N,29.54,31.6,59.4,0.00,0.00,0.46,7.54,7.54,2,2
05/11/2014 12:02,30,52,67.6,29,62.8,27.34,2.2,4.5,W,29.53,30.0,62.8,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 12:32,30,52,67.8,26,64.2,27.34,3.1,5.4,---,29.53,28.6,64.2,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 13:02,30,51,68.2,28,65.7,27.33,3.1,6.9,NW,29.52,31.6,65.7,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 13:32,30,52,68.4,27,67.5,27.32,1.6,3.1,E,29.52,32.4,67.5,0.00,0.00,0.46,7.54,7.54,1,1
05/11/2014 14:02,30,52,68.9,27,68.9,27.32,8.3,13.0,SW,29.51,33.6,64.8,0.00,0.00,0.46,7.54,7.54,3,4
05/11/2014 14:32,30,51,69.4,27,68.7,27.32,5.4,8.3,NE,29.51,33.4,66.7,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 15:02,30,50,69.8,27,67.6,27.31,9.2,12.1,NE,29.51,32.5,62.8,0.00,0.00,0.46,7.54,7.54,3,3
05/11/2014 15:32,30,50,70.3,26,66.9,27.31,4.5,6.9,N,29.50,30.9,65.7,0.00,0.00,0.46,7.54,7.54,2,2
05/11/2014 16:02,30,48,70.9,24,69.3,27.30,4.5,7.6,NW,29.50,30.9,68.2,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 16:32,30,42,71.6,26,68.4,27.31,6.9,15.2,E,29.51,32.2,65.1,0.00,0.00,0.46,7.54,7.54,2,4
05/11/2014 17:02,30,46,72.3,27,67.6,27.32,8.3,14.5,NW,29.51,32.5,63.3,0.00,0.00,0.46,7.54,7.54,3,4
05/11/2014 17:32,30,45,73.0,28,67.3,27.31,6.9,13.0,NW,29.51,33.1,63.9,0.00,0.00,0.46,7.54,7.54,2,4
05/11/2014 18:02,30,45,73.6,25,67.3,27.32,3.1,8.3,NW,29.51,30.4,67.3,0.00,0.00,0.46,7.54,7.54,1,3
05/11/2014 18:32,30,46,73.9,26,66.6,27.32,3.8,7.6,W,29.52,30.7,66.6,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 19:02,30,47,74.1,27,65.7,27.33,5.4,7.6,NW,29.52,30.7,63.5,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 19:32,30,46,74.1,29,64.6,27.33,3.8,8.3,N,29.52,31.6,64.6,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 20:02,30,47,74.1,31,63.3,27.34,2.2,3.8,NE,29.54,32.2,63.3,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 20:32,30,47,74.1,32,61.2,27.36,2.2,3.8,NW,29.55,31.1,61.2,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 21:02,30,47,74.1,35,59.0,27.37,3.1,6.0,N,29.56,31.5,59.0,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 21:32,30,47,73.9,45,56.7,27.38,4.5,7.6,N,29.57,35.6,55.0,0.00,0.00,0.46,7.54,7.54,2,3
05/11/2014 22:02,30,47,73.9,49,55.0,27.39,3.1,5.4,SW,29.58,36.3,55.0,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 22:32,30,47,73.8,54,52.9,27.40,1.6,3.8,NW,29.59,36.7,52.9,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 23:02,30,47,73.6,53,52.7,27.40,3.1,5.4,N,29.60,36.1,52.7,0.00,0.00,0.46,7.54,7.54,1,2
05/11/2014 23:32,30,47,73.4,52,52.3,27.40,3.1,6.9,N,29.60,35.2,52.3,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 00:02,30,46,73.2,53,51.3,27.41,1.6,3.1,SE,29.61,34.7,51.3,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 00:32,30,46,73.0,52,50.9,27.41,3.8,5.4,NW,29.61,34.0,50.9,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 01:02,30,45,72.7,49,50.5,27.42,1.6,3.1,NW,29.62,32.2,50.5,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 01:32,30,45,72.5,54,48.4,27.42,0.0,0.7,SW,29.62,32.5,48.4,0.00,0.00,0.46,7.54,7.54,0,1
05/12/2014 02:02,30,45,72.1,57,46.8,27.43,0.0,0.0,N,29.62,32.4,46.8,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 02:32,30,45,72.0,62,46.2,27.43,0.7,1.6,E,29.62,34.0,46.2,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 03:02,30,46,71.4,62,44.6,27.44,0.0,0.0,W,29.64,32.4,44.6,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 03:32,30,46,71.2,67,43.0,27.45,0.0,0.0,NE,29.64,32.7,43.0,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 04:02,30,46,70.9,75,41.0,27.45,0.7,1.6,NE,29.65,33.6,41.0,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 04:32,30,45,70.5,79,38.1,27.45,0.0,0.0,NW,29.65,32.2,38.1,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 05:02,30,45,70.2,80,37.2,27.47,0.0,0.0,NE,29.66,31.6,37.2,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 05:32,30,45,69.8,81,35.8,27.47,0.0,0.0,NE,29.67,30.6,35.8,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 06:02,30,46,69.4,84,35.4,27.49,0.0,0.7,NE,29.68,31.1,35.4,0.00,0.00,0.46,7.54,7.54,0,1
05/12/2014 06:32,30,46,69.1,86,34.9,27.50,0.0,0.0,NE,29.69,31.1,34.9,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 07:02,30,46,68.7,87,34.2,27.50,0.0,0.0,NE,29.70,30.7,34.2,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 07:32,30,46,68.5,87,41.4,27.50,1.6,2.2,S,29.70,37.8,41.4,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 08:02,30,46,68.4,62,49.6,27.51,0.7,1.6,S,29.70,37.2,49.6,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 08:32,30,47,68.0,69,45.9,27.51,0.0,0.7,SW,29.70,36.3,45.9,0.00,0.00,0.46,7.54,7.54,0,1
05/12/2014 09:02,30,48,67.8,70,46.4,27.52,1.6,2.2,S,29.71,37.2,46.4,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 09:32,30,49,67.6,67,47.8,27.52,0.7,3.1,SE,29.71,37.4,47.8,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 10:02,30,49,67.6,64,49.6,27.52,1.6,2.2,S,29.72,37.9,49.6,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 10:32,30,49,67.6,58,51.6,27.53,0.0,1.6,N,29.72,37.4,51.6,0.00,0.00,0.46,7.54,7.54,0,1
05/12/2014 11:02,30,49,67.6,51,54.1,27.53,1.6,3.8,SW,29.73,36.5,54.1,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 11:32,30,49,67.6,45,57.9,27.54,1.6,3.8,NW,29.74,36.7,57.9,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 12:02,30,49,67.8,39,60.8,27.55,1.6,3.1,NW,29.74,35.8,60.8,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 12:32,30,48,68.0,39,61.5,27.55,2.2,3.8,SW,29.74,36.3,61.5,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 13:02,30,48,68.2,34,63.7,27.56,1.6,3.1,SW,29.75,34.9,63.7,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 13:32,30,48,68.5,31,63.5,27.55,3.8,5.4,S,29.75,32.4,63.5,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 14:02,30,51,68.9,30,67.1,27.54,0.7,1.6,W,29.73,34.7,67.1,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 14:32,30,53,69.4,30,65.1,27.54,4.5,6.0,SE,29.73,32.9,63.9,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 15:02,30,50,70.0,27,68.4,27.54,4.5,6.0,S,29.73,33.1,67.3,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 15:32,30,51,70.7,27,67.6,27.54,3.1,4.5,S,29.73,32.5,67.6,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 16:02,30,52,71.4,25,69.6,27.54,3.8,5.4,SW,29.73,32.4,69.6,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 16:32,30,50,72.1,27,67.6,27.53,3.8,6.9,SW,29.72,32.5,67.6,0.00,0.00,0.46,7.54,7.54,2,2
05/12/2014 17:02,30,50,73.0,25,67.8,27.52,1.6,3.1,SW,29.72,30.7,67.8,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 17:32,30,49,73.8,27,66.6,27.52,2.2,4.5,SW,29.71,31.6,66.6,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 18:02,30,49,74.5,22,68.0,27.52,1.6,3.1,E,29.71,27.9,68.0,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 18:32,30,48,74.7,23,68.4,27.51,3.1,7.6,NW,29.70,29.1,68.4,0.00,0.00,0.46,7.54,7.54,1,3
05/12/2014 19:02,30,47,74.7,23,68.4,27.51,3.1,5.4,N,29.70,29.1,68.4,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 19:32,30,46,74.5,22,68.0,27.51,1.6,3.1,NW,29.70,27.9,68.0,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 20:02,30,45,74.5,24,67.3,27.51,2.2,3.8,NE,29.70,29.3,67.3,0.00,0.00,0.46,7.54,7.54,1,2
05/12/2014 20:32,30,46,74.5,25,64.9,27.51,1.6,2.2,W,29.71,28.4,64.9,0.00,0.00,0.46,7.54,7.54,1,1
05/12/2014 21:02,30,46,74.7,26,62.6,27.52,0.0,0.0,NW,29.71,27.3,62.6,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 21:32,30,46,74.7,36,58.6,27.53,0.0,0.7,NNE,29.72,31.8,58.6,0.00,0.00,0.46,7.54,7.54,0,1
05/12/2014 22:02,30,46,74.5,44,53.8,27.54,0.0,0.0,NE,29.73,32.4,53.8,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 22:32,30,46,74.5,52,51.1,27.55,0.0,0.0,NE,29.74,34.2,51.1,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 23:02,30,46,74.3,58,49.6,27.55,0.0,0.0,NE,29.75,35.4,49.6,0.00,0.00,0.46,7.54,7.54,0,0
05/12/2014 23:32,30,46,74.1,61,48.4,27.56,0.0,0.7,N,29.75,35.6,48.4,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 00:02,30,46,73.9,65,45.5,27.56,0.0,0.0,N,29.75,34.5,45.5,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 00:32,30,46,73.6,69,45.3,27.56,0.0,0.0,NE,29.75,35.8,45.3,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 01:02,30,45,73.2,74,43.5,27.57,0.0,0.0,NE,29.76,35.8,43.5,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 01:32,30,44,72.9,76,42.8,27.56,0.0,0.0,E,29.76,35.8,42.8,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 02:02,30,46,72.5,79,41.7,27.56,0.0,0.0,E,29.76,35.8,41.7,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 02:32,30,44,72.1,82,41.4,27.58,0.0,0.7,NE,29.77,36.3,41.4,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 03:02,30,44,71.6,80,39.4,27.59,0.0,0.0,NE,29.79,33.8,39.4,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 03:32,30,45,71.2,82,39.4,27.60,0.0,0.0,N,29.79,34.3,39.4,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 04:02,30,45,70.9,84,38.7,27.60,0.0,0.0,S,29.80,34.3,38.7,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 04:32,30,45,70.3,85,37.8,27.61,0.0,0.7,E,29.80,33.6,37.8,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 05:02,30,44,70.0,87,37.8,27.61,0.0,0.7,NE,29.80,34.2,37.8,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 05:32,30,47,69.6,84,37.2,27.61,0.0,0.0,S,29.80,32.9,37.2,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 06:02,30,45,69.4,87,37.4,27.62,0.0,0.7,NE,29.81,34.0,37.4,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 06:32,30,45,68.9,84,37.2,27.61,0.0,0.7,N,29.81,32.9,37.2,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 07:02,30,45,68.5,85,36.9,27.62,0.7,1.6,NE,29.81,32.7,36.9,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 07:32,30,45,68.2,78,44.8,27.63,0.0,0.0,N,29.83,38.3,44.8,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 08:02,30,45,68.0,54,53.6,27.65,0.0,0.0,N,29.84,37.4,53.6,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 08:32,30,47,67.6,60,50.4,27.65,0.0,0.0,NW,29.84,37.0,50.4,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 09:02,30,47,67.3,54,52.7,27.65,0.0,1.6,W,29.84,36.5,52.7,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 09:32,30,48,67.1,47,55.8,27.65,0.0,1.6,N,29.85,35.8,55.8,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 10:02,30,47,66.7,29,59.4,27.66,3.8,4.5,SSE,29.85,27.1,59.4,0.00,0.00,0.46,7.54,7.54,2,2
05/13/2014 10:32,30,47,66.7,27,60.8,27.65,6.9,9.8,S,29.85,26.6,56.5,0.00,0.00,0.46,7.54,7.54,2,3
05/13/2014 11:02,30,47,66.7,25,62.8,27.65,1.6,3.1,SE,29.85,26.4,62.8,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 11:32,30,49,66.7,25,65.1,27.65,3.1,6.0,S,29.85,28.4,65.1,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 12:02,30,47,66.9,21,66.7,27.65,2.2,3.8,S,29.85,25.5,66.7,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 12:32,30,48,67.3,20,67.3,27.65,4.5,6.9,S,29.85,24.8,66.0,0.00,0.00,0.46,7.54,7.54,2,2
05/13/2014 13:02,30,48,67.6,18,69.3,27.64,6.0,8.3,S,29.84,23.9,66.7,0.00,0.00,0.46,7.54,7.54,2,3
05/13/2014 13:32,30,47,68.0,17,70.0,27.63,0.7,1.6,S,29.82,23.2,70.0,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 14:02,30,47,68.4,19,70.7,27.63,3.1,3.8,S,29.83,26.4,70.7,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 14:32,30,47,68.7,17,72.3,27.63,2.2,3.1,S,29.82,25.2,72.3,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 15:02,30,47,69.3,18,74.5,27.62,1.6,2.2,SW,29.82,28.2,74.5,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 15:32,30,47,70.2,18,75.6,27.61,1.6,3.1,N,29.81,29.1,75.6,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 16:02,30,47,70.9,18,74.8,27.60,0.0,1.6,S,29.79,28.6,74.8,0.00,0.00,0.46,7.54,7.54,0,1
05/13/2014 16:32,30,46,71.8,17,77.5,27.59,1.6,3.1,SW,29.79,29.3,77.5,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 17:02,30,46,72.7,18,75.0,27.58,0.7,1.6,E,29.78,28.8,75.0,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 17:32,30,47,73.6,19,73.9,27.58,1.6,2.2,SW,29.77,29.1,73.9,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 18:02,30,46,74.3,20,73.8,27.57,0.7,2.2,N,29.76,30.2,73.8,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 18:32,30,46,74.7,19,73.9,27.57,0.7,2.2,S,29.76,29.1,73.9,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 19:02,30,46,74.7,19,73.6,27.57,0.7,1.6,SW,29.76,28.8,73.6,0.00,0.00,0.46,7.54,7.54,1,1
05/13/2014 19:32,30,45,75.0,16,73.2,27.56,3.1,3.8,E,29.75,24.4,73.2,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 20:02,30,44,75.2,17,72.9,27.55,1.6,3.8,NW,29.75,25.5,72.9,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 20:32,30,44,75.4,17,70.0,27.55,3.1,5.4,N,29.75,23.2,70.0,0.00,0.00,0.46,7.54,7.54,1,2
05/13/2014 21:02,30,44,75.4,22,66.6,27.55,0.0,0.0,N,29.75,26.6,66.6,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 21:32,30,44,75.4,27,62.4,27.55,0.0,0.0,N,29.75,28.0,62.4,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 22:02,30,44,75.4,36,57.9,27.56,0.0,0.0,N,29.75,31.1,57.9,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 22:32,30,44,75.2,45,55.4,27.57,0.0,0.0,N,29.76,34.5,55.4,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 23:02,30,44,75.2,49,54.3,27.57,0.0,0.0,SW,29.76,35.6,54.3,0.00,0.00,0.46,7.54,7.54,0,0
05/13/2014 23:32,30,45,75.2,56,52.0,27.58,0.0,0.0,SW,29.77,36.9,52.0,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 00:02,30,45,75.2,58,51.3,27.58,0.0,0.0,E,29.77,37.0,51.3,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 00:32,30,46,75.0,64,50.0,27.58,0.0,0.7,NE,29.77,38.3,50.0,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 01:02,30,46,75.0,67,48.4,27.58,0.0,0.0,E,29.77,37.9,48.4,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 01:32,30,46,74.8,70,46.9,27.58,0.0,0.0,NE,29.77,37.8,46.9,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 02:02,30,46,74.7,72,46.2,27.57,0.0,0.0,NE,29.77,37.8,46.2,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 02:32,30,46,74.5,73,45.7,27.57,0.0,0.0,E,29.77,37.6,45.7,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 03:02,30,46,73.9,74,44.2,27.57,0.0,0.0,E,29.77,36.5,44.2,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 03:32,30,45,73.6,76,43.3,27.58,0.0,0.7,E,29.77,36.3,43.3,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 04:02,30,44,73.2,78,42.3,27.58,0.0,0.0,E,29.77,36.0,42.3,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 04:32,30,44,72.9,80,42.3,27.57,0.0,0.0,N,29.76,36.5,42.3,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 05:02,30,44,72.5,83,41.2,27.57,0.0,0.0,E,29.77,36.5,41.2,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 05:32,30,43,72.0,85,40.3,27.57,0.0,0.0,E,29.77,36.1,40.3,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 06:02,30,44,71.4,86,40.5,27.57,0.0,0.7,E,29.77,36.7,40.5,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 06:32,30,44,71.2,86,39.9,27.57,0.0,0.0,NE,29.76,36.1,39.9,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 07:02,30,44,70.9,87,39.7,27.58,0.0,0.0,NE,29.77,36.1,39.7,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 07:32,30,44,70.5,78,48.7,27.58,0.0,0.0,NE,29.77,42.3,48.7,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 08:02,30,44,70.3,58,52.9,27.59,0.0,0.0,N,29.78,38.5,52.9,0.00,0.00,0.46,7.54,7.54,0,0
05/14/2014 08:32,30,44,70.0,59,53.4,27.59,0.0,0.7,N,29.79,39.6,53.4,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 09:02,30,44,69.8,58,54.5,27.59,0.7,1.6,NE,29.79,40.1,54.5,0.00,0.00,0.46,7.54,7.54,1,1
05/14/2014 09:32,30,45,69.6,52,56.8,27.60,0.0,0.7,S,29.79,39.4,56.8,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 10:02,30,46,69.4,48,59.4,27.60,0.0,1.6,W,29.79,39.7,59.4,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 10:32,30,45,69.6,44,61.7,27.59,2.2,3.8,S,29.78,39.6,61.7,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 11:02,30,44,69.6,37,63.9,27.58,2.2,3.1,S,29.78,37.0,63.9,0.00,0.00,0.46,7.54,7.54,1,1
05/14/2014 11:32,30,43,69.6,35,67.5,27.58,3.1,3.8,NW,29.78,38.8,67.5,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 12:02,30,42,69.8,35,70.3,27.58,0.0,2.2,N,29.77,41.4,70.3,0.00,0.00,0.46,7.54,7.54,0,1
05/14/2014 12:32,30,42,70.0,29,73.4,27.57,3.1,4.5,S,29.76,39.2,73.4,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 13:02,30,42,70.3,26,75.2,27.56,3.1,5.4,N,29.75,37.9,75.2,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 13:32,30,41,70.7,25,77.2,27.55,2.2,3.8,W,29.74,38.7,77.2,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 14:02,30,40,71.1,22,79.0,27.54,0.7,3.1,N,29.74,37.0,79.0,0.00,0.00,0.46,7.54,7.54,1,1
05/14/2014 14:32,30,38,71.6,22,80.2,27.53,1.6,3.1,NW,29.72,37.9,80.2,0.00,0.00,0.46,7.54,7.54,1,1
05/14/2014 15:02,30,37,72.3,21,81.5,27.52,2.2,6.0,NW,29.72,37.9,81.5,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 15:32,30,38,73.4,25,82.9,27.51,0.7,1.6,W,29.70,43.5,82.9,0.00,0.00,0.46,7.54,7.54,1,1
05/14/2014 16:02,30,37,74.5,20,83.1,27.50,2.2,4.5,NE,29.70,37.9,83.1,0.00,0.00,0.46,7.54,7.54,1,2
05/14/2014 16:32,30,36,75.6,21,81.7,27.49,0.7,1.6,W,29.68,37.9,81.7,0.00,0.00,0.46,7.54,7.54,1,1
